Battleground,Faction,Class,KB,D,HK,DD,HD,Win,Rol
Battle for Gilneas,Alliance,Priest,16,7,42,148000,55199,0,dps
Battle for Gilneas,Horde,Death Knight,1,6,44,80907,44322,1,dps
Battle for Gilneas,Horde,Warrior,14,5,48,79489,15892,1,dps
Battle for Gilneas,Alliance,Warlock,11,9,29,80798,50254,0,dps
Battle for Gilneas,Horde,Rogue,0,4,40,67392,20763,1,dps
Battle for Gilneas,Horde,Death Knight,8,5,46,97246,51520,1,dps
Battle for Gilneas,Horde,Rogue,4,3,36,53968,15927,1,dps
Battle for Gilneas,Horde,Priest,12,5,48,134000,42916,1,dps
Battle for Gilneas,Alliance,Hunter,0,5,1,19000,539,0,dps
Battle for Gilneas,Alliance,Druid,0,2,0,14087,279,0,dps
Battle for Gilneas,Horde,Mage,0,0,9,12033,75,1,dps
Battle for Gilneas,Horde,Warrior,0,0,9,7010,0,1,dps
Battle for Gilneas,Horde,Warrior,10,0,25,36194,2949,1,dps
Battle for Gilneas,Horde,Mage,2,1,18,17669,2614,1,dps
Battle for Gilneas,Alliance,Priest,0,1,0,0,13800,0,heal
Battle for Gilneas,Horde,Demon Hunter,2,0,26,28866,2111,1,dps
Battle for Gilneas,Horde,Shaman,1,0,20,2402,37528,1,heal
Battle for Gilneas,Alliance,Priest,0,4,0,19784,4162,0,dps
Battle for Gilneas,Alliance,Mage,0,1,0,15014,3587,0,dps
Battle for Gilneas,Horde,Rogue,6,0,21,39651,1908,1,dps
Battle for Gilneas,Horde,Mage,0,0,11,11127,7799,1,dps
Battle for Gilneas,Alliance,Rogue,0,2,0,16016,3347,0,dps
Battle for Gilneas,Alliance,Paladin,1,4,1,6135,43753,0,heal
Battle for Gilneas,Alliance,Hunter,0,3,1,17262,4017,0,dps
Battle for Gilneas,Horde,Shaman,0,0,21,5429,52563,1,heal
Battle for Gilneas,Alliance,Mage,0,4,1,13920,5276,0,dps
Battle for Gilneas,Horde,Paladin,6,0,25,57045,5153,1,dps
Deepwind gorge,Alliance,Warlock,0,5,27,76008,25701,0,dps
Deepwind gorge,Alliance,Demon Hunter,3,2,30,144000,8315,0,dps
Deepwind gorge,Horde,Warlock,3,3,38,116000,49956,1,dps
Deepwind gorge,Horde,Warrior,4,3,38,117000,21180,1,dps
Deepwind gorge,Horde,Rogue,4,0,32,84237,8528,1,dps
Deepwind gorge,Alliance,Shaman,0,3,32,5696,205000,0,heal
Deepwind gorge,Alliance,Druid,1,2,29,2841,163000,0,heal
Deepwind gorge,Horde,Priest,4,2,41,131000,20761,1,dps
Deepwind gorge,Alliance,Shaman,0,4,31,9521,215000,0,heal
Deepwind gorge,Horde,Mage,10,1,44,99434,8214,1,dps
Deepwind gorge,Alliance,Druid,4,3,31,132000,22714,0,dps
Deepwind gorge,Horde,Shaman,0,3,39,16967,133000,1,heal
Deepwind gorge,Alliance,Paladin,1,2,31,54369,44113,0,dps
Deepwind gorge,Horde,Paladin,2,0,14,23203,10270,1,dps
Deepwind gorge,Alliance,Druid,2,6,14,84957,6825,0,dps
Deepwind gorge,Alliance,Death Knight,4,6,20,93363,20512,0,dps
Deepwind gorge,Alliance,Mage,0,5,23,53853,1229,0,dps
Deepwind gorge,Alliance,Mage,4,2,32,135000,17703,0,dps
Deepwind gorge,Horde,Monk,2,3,38,68113,30423,1,dps
Deepwind gorge,Alliance,Death Knight,3,3,23,65827,27404,0,dps
Deepwind gorge,Horde,Paladin,0,4,40,125000,39998,1,dps
Deepwind gorge,Horde,Mage,8,1,41,155000,17595,1,dps
Deepwind gorge,Alliance,Druid,1,2,30,111000,28565,0,dps
Deepwind gorge,Horde,Druid,0,0,36,3192,170000,1,heal
Deepwind gorge,Horde,Mage,1,3,35,42831,16161,1,dps
Deepwind gorge,Alliance,Mage,9,1,31,134000,10375,0,dps
Deepwind gorge,Alliance,Druid,0,2,30,2714,185000,0,heal
Deepwind gorge,Horde,Warrior,5,5,26,76800,15195,1,dps
Deepwind gorge,Horde,Paladin,5,3,38,149000,50323,1,dps
Deepwind gorge,Horde,Druid,0,2,41,2359,325000,1,heal
Eye of the storm,Alliance,Priest,0,1,12,9355,40727,0,heal
Eye of the storm,Alliance,Paladin,2,4,22,50832,8713,0,dps
Eye of the storm,Alliance,Demon Hunter,3,4,26,138000,9792,0,dps
Eye of the storm,Horde,Warrior,0,3,41,80202,48995,1,dps
Eye of the storm,Horde,Mage,3,0,42,188000,9493,1,dps
Eye of the storm,Alliance,Monk,0,0,13,1063,160000,0,heal
Eye of the storm,Alliance,Priest,2,4,15,5551,137000,0,heal
Eye of the storm,Horde,Paladin,1,1,44,6011,185000,1,heal
Eye of the storm,Alliance,Druid,2,6,23,108000,3039,0,dps
Eye of the storm,Horde,Druid,0,5,30,43864,7315,1,dps
Eye of the storm,Horde,Warrior,7,3,36,112000,25158,1,dps
Eye of the storm,Horde,Shaman,0,3,41,23211,142000,1,heal
Eye of the storm,Horde,Monk,2,1,42,129000,46042,1,dps
Eye of the storm,Horde,Warrior,2,6,37,53393,12905,1,dps
Eye of the storm,Horde,Rogue,1,2,40,63907,13285,1,dps
Eye of the storm,Alliance,Druid,0,3,24,94980,56758,0,dps
Eye of the storm,Alliance,Mage,3,2,25,224000,22373,0,dps
Eye of the storm,Alliance,Monk,2,6,23,61271,30811,0,dps
Eye of the storm,Alliance,Paladin,0,4,23,10883,194000,0,heal
Eye of the storm,Alliance,Monk,0,1,9,16071,10070,0,dps
Eye of the storm,Alliance,Priest,0,1,28,962,186000,0,heal
Eye of the storm,Horde,Rogue,7,4,39,69127,7712,1,dps
Eye of the storm,Alliance,Priest,5,3,26,99575,23554,0,dps
Eye of the storm,Horde,Druid,7,1,42,95022,39650,1,dps
Eye of the storm,Horde,Mage,8,0,43,227000,14281,1,dps
Eye of the storm,Alliance,Hunter,8,2,27,85223,1140,0,dps
Eye of the storm,Alliance,Paladin,0,3,24,5058,146000,0,heal
Eye of the storm,Horde,Druid,0,0,45,433,304000,1,heal
Eye of the storm,Horde,Demon Hunter,4,2,35,81648,9546,1,dps
Eye of the storm,Horde,Death Knight,1,1,38,86780,15694,1,dps
Eye of the storm,Alliance,Shaman,0,3,25,8382,63387,0,heal
Eye of the storm,Alliance,Demon Hunter,2,6,26,45233,14510,0,dps
Eye of the storm,Alliance,Shaman,2,10,21,66603,23836,0,dps
Eye of the storm,Horde,Priest,2,3,70,27087,130000,1,heal
Eye of the storm,Alliance,Warrior,0,9,31,30814,19313,0,dps
Eye of the storm,Alliance,Priest,4,5,25,59249,27552,0,dps
Eye of the storm,Alliance,Hunter,0,4,17,23065,11465,0,dps
Eye of the storm,Alliance,Druid,3,3,34,79261,18919,0,dps
Eye of the storm,Horde,Rogue,1,2,66,36043,6627,1,dps
Eye of the storm,Alliance,Paladin,1,9,24,50849,20390,0,dps
Eye of the storm,Horde,Priest,5,1,65,45180,124000,1,heal
Eye of the storm,Horde,Priest,17,0,71,97789,23242,1,dps
Eye of the storm,Alliance,Warlock,2,6,29,76313,38347,0,dps
Eye of the storm,Alliance,Demon Hunter,6,2,33,83263,16703,0,dps
Eye of the storm,Horde,Shaman,2,4,60,25150,109000,1,heal
Eye of the storm,Horde,Hunter,5,3,61,47007,4222,1,dps
Eye of the storm,Horde,Warlock,9,4,53,117000,48282,1,dps
Eye of the storm,Horde,Rogue,2,4,52,54620,14834,1,dps
Eye of the storm,Alliance,Warrior,3,6,28,60962,15962,0,dps
Eye of the storm,Horde,Mage,13,0,76,63305,5593,1,dps
Eye of the storm,Alliance,Shaman,0,8,27,0,79920,0,heal
Eye of the storm,Alliance,Paladin,4,4,28,107000,26645,0,dps
Eye of the storm,Horde,Priest,1,2,73,12763,80446,1,heal
Eye of the storm,Horde,Death Knight,2,3,51,61486,19281,1,dps
Eye of the storm,Horde,Paladin,12,4,54,87713,34271,1,dps
Eye of the storm,Horde,Demon Hunter,5,3,64,82171,11230,1,dps
Eye of the storm,Horde,Rogue,3,2,54,40159,13474,1,dps
Eye of the storm,Alliance,Hunter,5,6,26,64653,14764,0,dps
Eye of the storm,Alliance,Demon Hunter,4,3,21,44947,2643,0,dps
Eye of the storm,Horde,Warrior,5,4,54,69011,16652,1,dps
Eye of the storm,Alliance,Shaman,2,3,13,18617,10443,0,dps
Eye of the storm,Horde,Druid,0,2,32,1146,1687,1,heal
Eye of the storm,Alliance,Demon Hunter,4,5,18,95768,14535,0,dps
Eye of the storm,Alliance,Warrior,3,6,18,64353,13098,0,dps
Eye of the storm,Horde,Hunter,2,3,35,66666,11708,1,dps
Eye of the storm,Horde,Death Knight,5,2,36,59321,11405,1,dps
Eye of the storm,Alliance,Druid,4,3,17,52229,2794,0,dps
Eye of the storm,Horde,Paladin,2,1,42,18828,4041,1,dps
Eye of the storm,Horde,Warrior,8,2,34,77016,16975,1,dps
Eye of the storm,Alliance,Warlock,3,2,16,38533,11527,0,dps
Eye of the storm,Horde,Shaman,1,2,32,9816,87543,1,heal
Eye of the storm,Horde,Druid,0,2,37,11217,130000,1,heal
Eye of the storm,Horde,Monk,1,4,29,24588,20117,1,dps
Eye of the storm,Alliance,Rogue,3,1,20,62068,11835,0,dps
Eye of the storm,Alliance,Warrior,0,11,9,30534,9282,0,dps
Eye of the storm,Alliance,Hunter,0,1,1,10231,1544,0,dps
Eye of the storm,Horde,Demon Hunter,6,2,44,58118,2840,1,dps
Eye of the storm,Alliance,Paladin,1,3,14,92768,25234,0,dps
Eye of the storm,Horde,Paladin,0,2,27,2219,54562,1,heal
Eye of the storm,Alliance,Druid,5,3,19,29420,13115,0,dps
Eye of the storm,Horde,Monk,4,3,31,60937,34725,1,dps
Eye of the storm,Alliance,Shaman,0,5,13,1359,63234,0,heal
Eye of the storm,Horde,Paladin,5,3,37,52120,22092,1,dps
Eye of the storm,Horde,Mage,5,0,44,80580,7330,1,dps
Eye of the storm,Alliance,Druid,0,1,11,16675,4795,0,dps
Eye of the storm,Horde,Shaman,4,1,46,25377,9015,1,dps
Eye of the storm,Horde,Warlock,7,1,36,110000,35275,1,dps
Eye of the storm,Alliance,Rogue,1,6,13,38795,12603,0,dps
Eye of the storm,Alliance,Rogue,3,3,15,33474,10036,0,dps
Eye of the storm,Alliance,Priest,0,3,21,13184,155000,0,heal
Eye of the storm,Horde,Warlock,5,0,46,31604,10939,1,dps
Eye of the storm,Alliance,Druid,2,8,17,36320,11188,0,dps
Eye of the storm,Horde,Paladin,4,2,46,58400,27829,1,dps
Eye of the storm,Horde,Hunter,3,7,37,26175,7928,1,dps
Eye of the storm,Alliance,Hunter,1,1,6,29278,3931,0,dps
Eye of the storm,Horde,Monk,0,1,60,74,133000,1,heal
Eye of the storm,Alliance,Monk,0,3,24,4504,150000,0,heal
Eye of the storm,Alliance,Demon Hunter,0,6,21,34807,6321,0,dps
Eye of the storm,Horde,Demon Hunter,2,4,57,54784,18487,1,dps
Eye of the storm,Horde,Priest,7,3,51,97631,29796,1,dps
Eye of the storm,Alliance,Rogue,2,0,23,23656,11028,0,dps
Eye of the storm,Horde,Mage,3,2,55,77421,23633,1,dps
Eye of the storm,Alliance,Druid,3,6,24,61061,4465,0,dps
Eye of the storm,Horde,Shaman,2,2,62,9468,97041,1,heal
Eye of the storm,Alliance,Rogue,2,6,18,59202,4178,0,dps
Eye of the storm,Horde,Druid,2,2,49,42140,25053,1,dps
Eye of the storm,Horde,Priest,2,1,58,20859,162000,1,heal
Eye of the storm,Alliance,Death Knight,2,6,17,38045,86757,0,dps
Eye of the storm,Horde,Demon Hunter,4,3,58,60963,8505,1,dps
Eye of the storm,Horde,Death Knight,7,2,57,63330,25606,1,dps
Eye of the storm,Alliance,Shaman,6,5,24,79813,11975,0,dps
Eye of the storm,Alliance,Demon Hunter,0,3,24,53385,9603,0,dps
Eye of the storm,Alliance,Shaman,4,5,21,54133,16587,0,dps
Eye of the storm,Alliance,Death Knight,3,6,17,60940,23735,0,dps
Eye of the storm,Alliance,Shaman,3,4,26,111000,7504,0,dps
Eye of the storm,Horde,Priest,20,1,65,110000,259095,1,heal
Eye of the storm,Alliance,Mage,0,8,17,32773,6079,0,dps
Eye of the storm,Alliance,Mage,1,3,25,64138,12328,0,dps
Eye of the storm,Horde,Warlock,3,2,34,41211,23723,1,dps
Eye of the storm,Horde,Warlock,7,3,51,99156,48362,1,dps
Eye of the storm,Alliance,Monk,0,4,61,2022,212000,1,heal
Eye of the storm,Horde,Mage,5,6,26,73649,24276,0,dps
Eye of the storm,Horde,Priest,2,3,22,46930,16874,0,dps
Eye of the storm,Alliance,Hunter,4,0,38,37528,2338,1,dps
Eye of the storm,Alliance,Shaman,2,3,65,42002,9194,1,dps
Eye of the storm,Horde,Death Knight,2,7,30,74343,47206,0,dps
Eye of the storm,Alliance,Shaman,12,2,62,101000,15086,1,dps
Eye of the storm,Horde,Shaman,1,5,28,20798,110000,0,heal
Eye of the storm,Horde,Demon Hunter,4,6,29,29498,3545,0,dps
Eye of the storm,Horde,Death Knight,5,8,24,150000,40917,0,dps
Eye of the storm,Horde,Death Knight,4,6,25,69872,24057,0,dps
Eye of the storm,Alliance,Shaman,8,0,69,99195,11009,1,dps
Eye of the storm,Horde,Mage,1,6,25,69169,34883,0,dps
Eye of the storm,Horde,Druid,0,5,26,8471,126000,0,heal
Eye of the storm,Alliance,Mage,2,3,56,16771,8668,1,dps
Eye of the storm,Horde,Rogue,1,2,33,40319,16479,0,dps
Eye of the storm,Horde,Priest,0,7,31,11922,49871,0,heal
Eye of the storm,Alliance,Death Knight,3,1,54,97249,29479,1,dps
Eye of the storm,Alliance,Death Knight,7,4,65,116000,38550,1,dps
Eye of the storm,Horde,Hunter,0,9,20,50272,16224,0,dps
Eye of the storm,Alliance,Shaman,2,9,38,52859,15653,1,dps
Eye of the storm,Alliance,Druid,8,2,52,83112,6371,1,dps
Eye of the storm,Horde,Warrior,5,5,27,70136,11294,0,dps
Eye of the storm,Alliance,Monk,0,4,57,5686,220000,1,heal
Eye of the storm,Alliance,Druid,10,4,64,147000,1981,1,dps
Eye of the storm,Alliance,Warlock,3,3,53,42685,33000,1,dps
Eye of the storm,Horde,Warlock,4,2,32,40892,16298,0,dps
Eye of the storm,Alliance,Warrior,1,1,34,22080,8130,1,dps
Eye of the storm,Alliance,Rogue,6,3,49,40456,8674,1,dps
Eye of the storm,Horde,Druid,6,5,25,156000,8610,0,dps
Eye of the storm,Horde,Hunter,6,0,44,48413,7272,1,dps
Eye of the storm,Horde,Paladin,1,0,43,3435,84500,1,heal
Eye of the storm,Horde,Shaman,0,0,36,5009,44391,1,heal
Eye of the storm,Horde,Warlock,6,1,42,54633,13479,1,dps
Eye of the storm,Alliance,Warrior,1,4,6,29807,1918,0,dps
Eye of the storm,Alliance,Druid,0,0,9,1402,66133,0,heal
Eye of the storm,Alliance,Warrior,1,1,1,16842,16767,0,dps
Eye of the storm,Horde,Death Knight,5,1,41,63125,10425,1,dps
Eye of the storm,Alliance,Shaman,1,4,8,11375,34592,0,heal
Eye of the storm,Alliance,Priest,0,2,7,3270,35877,0,heal
Eye of the storm,Horde,Hunter,2,1,41,53289,4734,1,dps
Eye of the storm,Alliance,Warrior,0,3,4,12232,2965,0,dps
Eye of the storm,Horde,Warlock,3,1,35,27858,9393,1,dps
Eye of the storm,Horde,Warlock,3,1,31,19806,6880,1,dps
Eye of the storm,Horde,Monk,4,1,43,42035,9953,1,dps
Eye of the storm,Horde,Warrior,2,2,33,19510,4488,1,dps
Eye of the storm,Horde,Death Knight,1,0,31,37043,11985,1,dps
Eye of the storm,Alliance,Priest,0,4,7,428,60033,0,heal
Eye of the storm,Horde,Mage,7,0,47,51246,4447,1,dps
Eye of the storm,Alliance,Rogue,1,2,8,9090,3572,0,dps
Eye of the storm,Alliance,Warlock,0,3,7,7012,7803,0,dps
Eye of the storm,Alliance,Mage,2,3,8,27418,5519,0,dps
Eye of the storm,Alliance,Warrior,0,5,7,28573,2018,0,dps
Eye of the storm,Horde,Death Knight,4,0,38,46029,3950,1,dps
Eye of the storm,Alliance,Druid,0,1,7,750,3480,0,heal
Eye of the storm,Alliance,Warrior,3,6,8,36268,4875,0,dps
Eye of the storm,Alliance,Hunter,0,4,5,22737,4152,0,dps
Eye of the storm,Horde,Rogue,1,0,39,17363,1673,1,dps
Eye of the storm,Alliance,Death Knight,1,3,9,57050,13802,0,dps
Eye of the storm,Horde,Demon Hunter,0,2,41,6613,0,1,dps
Satrnd of the ancients,Horde,Rogue,6,9,59,88344,14586,1,dps
Satrnd of the ancients,Alliance,Druid,6,8,40,176000,28455,0,dps
Satrnd of the ancients,Alliance,Mage,3,8,48,83221,18905,0,dps
Satrnd of the ancients,Alliance,Priest,0,8,50,6062,256000,0,heal
Satrnd of the ancients,Horde,Priest,3,3,95,37231,194000,1,heal
Satrnd of the ancients,Horde,Paladin,1,3,92,13000,188000,1,dps
Satrnd of the ancients,Horde,Warrior,0,2,68,36232,50625,1,dps
Satrnd of the ancients,Horde,Druid,8,5,87,90414,29288,1,dps
Satrnd of the ancients,Horde,Hunter,11,3,91,90205,3620,1,dps
Satrnd of the ancients,Horde,Death Knight,2,4,86,43947,46944,1,dps
Satrnd of the ancients,Alliance,Shaman,0,7,40,12,111000,0,heal
Satrnd of the ancients,Horde,Rogue,3,3,90,67481,12161,1,dps
Satrnd of the ancients,Alliance,Shaman,5,6,47,69952,2171,0,dps
Satrnd of the ancients,Alliance,Demon Hunter,6,7,51,125000,12235,0,dps
Satrnd of the ancients,Horde,Shaman,9,5,86,129000,21094,1,dps
Satrnd of the ancients,Horde,Priest,21,3,94,246000,52503,1,dps
Satrnd of the ancients,Horde,Shaman,2,5,91,38900,142000,1,heal
Satrnd of the ancients,Alliance,Rogue,0,11,45,73897,3595,0,dps
Satrnd of the ancients,Alliance,Mage,2,6,40,69771,1189,0,dps
Satrnd of the ancients,Alliance,Priest,0,8,53,30921,167,0,dps
Satrnd of the ancients,Horde,Paladin,13,6,92,186000,42491,1,dps
Satrnd of the ancients,Horde,Death Knight,3,6,87,98052,21409,1,dps
Satrnd of the ancients,Alliance,Warrior,8,5,51,93865,35817,0,dps
Satrnd of the ancients,Alliance,Rogue,12,0,54,134000,28637,0,dps
Satrnd of the ancients,Alliance,Rogue,0,6,47,31331,12833,0,dps
Satrnd of the ancients,Alliance,Mage,3,4,54,118000,23837,0,dps
Satrnd of the ancients,Alliance,Demon Hunter,5,5,50,111000,10678,0,dps
Satrnd of the ancients,Alliance,Death Knight,8,7,54,164000,10233,0,dps
Satrnd of the ancients,Horde,Druid,3,3,95,63817,51600,1,dps
Satrnd of the ancients,Horde,Death Knight,9,2,92,124000,23795,1,dps
Silvershard mines,Alliance,Druid,3,1,33,49910,12993,1,dps
Silvershard mines,Alliance,Shaman,6,0,36,66867,3966,1,dps
Silvershard mines,Alliance,Monk,5,0,34,65153,9736,1,dps
Silvershard mines,Alliance,Mage,1,1,30,30305,3074,1,dps
Silvershard mines,Horde,Warrior,2,2,6,48017,11851,0,dps
Silvershard mines,Horde,Warrior,1,0,7,26028,3490,0,dps
Silvershard mines,Horde,Death Knight,0,3,5,40982,36094,0,dps
Silvershard mines,Alliance,Demon Hunter,7,0,36,81271,7695,1,dps
Silvershard mines,Horde,Shaman,0,7,4,8440,70769,0,heal
Silvershard mines,Horde,Priest,0,5,6,44402,20237,0,dps
Silvershard mines,Horde,Monk,3,0,6,9627,6494,0,dps
Silvershard mines,Horde,Demon Hunter,0,4,6,28695,43528,0,dps
Silvershard mines,Alliance,Priest,0,2,29,18142,33241,1,heal
Silvershard mines,Horde,Shaman,0,3,4,10593,70359,0,heal
Silvershard mines,Alliance,Rogue,4,1,34,50209,4896,1,dps
Silvershard mines,Horde,Hunter,0,5,5,22094,6899,0,dps
Silvershard mines,Alliance,Warrior,4,0,34,51593,4539,1,dps
Silvershard mines,Alliance,Priest,0,0,36,3164,133000,1,heal
Silvershard mines,Alliance,Monk,4,1,34,62042,14284,1,dps
Silvershard mines,Horde,Warlock,0,5,5,15382,13114,0,dps
Silvershard mines,Horde,Death Knight,0,5,9,24161,45117,0,dps
Silvershard mines,Alliance,Hunter,1,1,45,43673,1853,1,dps
Silvershard mines,Alliance,Priest,2,0,51,25974,49645,1,heal
Silvershard mines,Horde,Demon Hunter,0,1,1,5062,1771,0,dps
Silvershard mines,Alliance,Rogue,3,0,51,27467,1919,1,dps
Silvershard mines,Alliance,Druid,11,1,51,74599,9400,1,dps
Silvershard mines,Horde,Druid,0,6,9,0,33950,0,heal
Silvershard mines,Horde,Death Knight,2,3,10,35883,16984,0,dps
Silvershard mines,Horde,Shaman,0,9,9,4428,70284,0,heal
Silvershard mines,Horde,Mage,2,3,10,14032,5019,0,dps
Silvershard mines,Horde,Warlock,0,6,10,74044,44514,0,dps
Silvershard mines,Horde,Warrior,1,9,9,19075,10962,0,dps
Silvershard mines,Alliance,Death Knight,2,1,51,62760,21150,1,dps
Silvershard mines,Alliance,Warrior,7,4,47,79475,14618,1,dps
Silvershard mines,Horde,Monk,2,2,10,31971,24932,0,dps
Silvershard mines,Alliance,Priest,5,1,52,65748,10731,1,dps
Silvershard mines,Alliance,Demon Hunter,13,0,52,81717,6148,1,dps
Silvershard mines,Horde,Rogue,1,5,2,17185,3208,0,dps
Silvershard mines,Alliance,Paladin,8,1,51,81430,21647,1,dps
Silvershard mines,Alliance,Paladin,0,2,51,1527,62209,1,heal
Silvershard mines,Alliance,Druid,3,2,12,63779,8466,0,dps
Silvershard mines,Horde,Death Knight,8,0,40,91852,25252,1,dps
Silvershard mines,Horde,Rogue,1,2,39,13963,6979,1,dps
Silvershard mines,Horde,Mage,3,1,34,56727,10746,1,dps
Silvershard mines,Alliance,Druid,0,6,9,35375,12714,0,dps
Silvershard mines,Alliance,Druid,1,7,9,38562,2969,0,dps
Silvershard mines,Alliance,Priest,0,5,7,30643,17391,0,dps
Silvershard mines,Horde,Shaman,7,2,35,77455,12307,1,dps
Silvershard mines,Horde,Shaman,0,1,39,17303,83105,1,heal
Silvershard mines,Horde,Hunter,5,2,32,39116,6324,1,dps
Silvershard mines,Alliance,Druid,0,1,7,1860,26354,0,heal
Silvershard mines,Alliance,Warrior,1,4,8,21829,8633,0,dps
Silvershard mines,Horde,Hunter,8,1,37,67151,6595,1,dps
Silvershard mines,Horde,Priest,2,1,38,11215,82434,1,heal
Silvershard mines,Horde,Mage,4,1,39,32998,7095,1,dps
Silvershard mines,Alliance,Shaman,0,3,9,0,80571,0,heal
Silvershard mines,Horde,Warlock,4,0,39,16625,12874,1,dps
Silvershard mines,Alliance,Hunter,1,4,10,39089,14840,0,dps
Silvershard mines,Alliance,Warrior,2,1,6,20931,6434,0,dps
Silvershard mines,Alliance,Mage,2,6,8,45148,5685,0,dps
Silvershard mines,Alliance,Priest,0,4,8,518,10590,0,heal
Silvershard mines,Alliance,Mage,0,3,8,27174,6226,0,dps
Silvershard mines,Horde,Warlock,2,4,31,30722,14654,1,dps
Silvershard mines,Horde,Paladin,2,1,29,28115,14499,1,dps
Silvershard mines,Horde,Warlock,9,0,34,53066,27057,1,dps
Silvershard mines,Alliance,Paladin,7,2,12,56890,9513,0,dps
Silvershard mines,Horde,Death Knight,4,2,32,25546,8749,1,dps
Silvershard mines,Alliance,Demon Hunter,3,4,13,44863,15179,0,dps
Silvershard mines,Alliance,Warrior,1,5,11,32349,4873,0,dps
Silvershard mines,Horde,Shaman,0,0,35,8247,61285,1,heal
Silvershard mines,Horde,Mage,7,0,35,42833,2918,1,dps
Silvershard mines,Alliance,Druid,1,2,6,16486,2725,0,dps
Silvershard mines,Alliance,Hunter,0,6,9,15268,3613,0,dps
Silvershard mines,Alliance,Druid,0,6,10,13849,7618,0,dps
Silvershard mines,Horde,Paladin,6,2,36,47651,18027,1,dps
Silvershard mines,Horde,Rogue,4,1,34,28302,7932,1,dps
Silvershard mines,Horde,Druid,3,2,34,33443,7545,1,dps
Silvershard mines,Alliance,Paladin,2,5,8,32795,13170,0,dps
Silvershard mines,Horde,Paladin,2,3,27,7142,12549,1,heal
Silvershard mines,Alliance,Hunter,2,1,13,97002,11297,0,dps
Silvershard mines,Alliance,Shaman,1,6,7,30716,3985,0,dps
Silvershard mines,Alliance,Warrior,0,1,12,5268,0,0,dps
Silvershard mines,Horde,Warlock,2,1,34,54285,25145,1,dps
Silvershard mines,Horde,Shaman,1,1,35,10604,63349,1,heal
Silvershard mines,Horde,Priest,2,1,33,32042,55472,1,heal
Silvershard mines,Alliance,Shaman,0,8,7,11079,72041,0,heal
Silvershard mines,Alliance,Shaman,0,6,6,32107,12464,0,dps
Silvershard mines,Alliance,Rogue,1,4,12,30228,22017,0,dps
Silvershard mines,Horde,Priest,0,0,32,15845,56803,1,heal
Silvershard mines,Horde,Hunter,7,0,34,68432,288,1,dps
Silvershard mines,Horde,Druid,5,0,31,49055,6319,1,dps
Silvershard mines,Alliance,Death Knight,6,4,13,38865,17126,0,dps
Silvershard mines,Horde,Death Knight,7,3,31,53770,18224,1,dps
Silvershard mines,Horde,Shaman,5,2,32,41962,17458,1,dps
Silvershard mines,Alliance,Shaman,3,3,13,73537,15272,0,dps
Silvershard mines,Horde,Mage,3,2,31,53691,11602,1,dps
Silvershard mines,Horde,Demon Hunter,4,3,32,37494,6542,1,dps
Silvershard mines,Alliance,Druid,0,0,12,8353,3765,0,dps
Silvershard mines,Alliance,Priest,0,3,11,966,80305,0,heal
Silvershard mines,Horde,Paladin,2,4,12,40551,8052,1,dps
Silvershard mines,Alliance,Death Knight,4,1,25,62856,28173,0,dps
Silvershard mines,Alliance,Priest,0,1,25,8923,107000,0,heal
Silvershard mines,Horde,Warrior,4,3,14,41891,11939,1,dps
Silvershard mines,Alliance,Rogue,1,3,21,25928,4076,0,dps
Silvershard mines,Horde,Shaman,0,0,10,613,23247,1,heal
Silvershard mines,Horde,Shaman,0,3,11,9426,85812,1,heal
Silvershard mines,Horde,Hunter,2,2,11,31563,5674,1,dps
Silvershard mines,Alliance,Druid,1,1,15,31043,25938,0,dps
Silvershard mines,Horde,Hunter,1,1,11,25474,8929,1,dps
Silvershard mines,Alliance,Paladin,0,0,23,4557,50552,0,heal
Silvershard mines,Alliance,Demon Hunter,4,1,14,29853,5750,0,dps
Silvershard mines,Horde,Shaman,2,0,13,40232,5221,1,dps
Silvershard mines,Alliance,Warlock,1,0,4,274,0,0,dps
Silvershard mines,Horde,Warlock,0,0,11,23312,12891,1,dps
Silvershard mines,Alliance,Demon Hunter,1,0,9,15080,940,0,dps
Silvershard mines,Alliance,Hunter,2,3,21,40571,9671,0,dps
Silvershard mines,Horde,Death Knight,2,7,12,65907,25020,1,dps
Silvershard mines,Horde,Priest,1,5,13,49094,27286,1,dps
Silvershard mines,Alliance,Demon Hunter,5,0,25,54919,8624,0,dps
Temple of Kotmogu,Alliance,Rogue,5,0,45,82690,4625,1,dps
Temple of Kotmogu,Alliance,Mage,1,4,40,31427,10773,1,dps
Temple of Kotmogu,Alliance,Paladin,9,1,43,102000,26818,1,dps
Temple of Kotmogu,Horde,Hunter,0,1,7,11562,2654,0,dps
Temple of Kotmogu,Horde,Warrior,1,4,16,46813,1761,0,dps
Temple of Kotmogu,Horde,Shaman,0,5,12,4521,33390,0,heal
Temple of Kotmogu,Alliance,Monk,0,0,45,1611,165000,1,heal
Temple of Kotmogu,Horde,Priest,2,3,17,137000,43681,0,dps
Temple of Kotmogu,Alliance,Warrior,4,4,37,43029,7148,1,dps
Temple of Kotmogu,Alliance,Death Knight,9,0,45,74066,25583,1,dps
Temple of Kotmogu,Horde,Mage,2,5,15,84153,18202,0,dps
Temple of Kotmogu,Horde,Warrior,3,5,15,64704,7938,0,dps
Temple of Kotmogu,Alliance,Rogue,1,2,40,18047,6606,1,dps
Temple of Kotmogu,Horde,Warlock,3,5,15,74618,40979,0,dps
